schl,aun,name,districtname,leatype,total,d_asian,d_black,d_hispanic,d_islander,d_native,d_white,d_2_or_more,d_econ,d_ell,d_sped,d_title_1,d_male,d_female,d_street,d_state,d_zip,d_telephone,d_Website,d_county,d_cte_programs,d_enrollment,d_gifted,d_grades_offered,d_iu_name,d_iu_website
0365,102027451,Pittsburgh Morrow K-8,Pittsburgh School District,SD,585,0.2,64.4,1.2,0.3,0.2,20.5,13.2,86.2,0.2,21,Yes,50.8,49.2,1611 Davis Ave,PA,15212,412-529-6600,http://www.pghschools.org/,Pittsburgh,Not Available,585,0.5,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
0379,102027451,Pittsburgh Schiller 6-8,Pittsburgh School District,SD,174,0.6,61.5,1.2,0,0,27,9.8,75.9,1.1,19.5,Yes,57.5,42.5,1018 Peralta St,PA,15212,412-529-4190,http://www.pghschools.org/,Pittsburgh,Not Available,174,3.4,"6, 7, 8",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
0395,102027451,Pittsburgh Phillips K-5,Pittsburgh School District,SD,291,1,39.9,3.8,0,0,45,10.3,66.7,0.3,20.6,Y,50.9,49.1,1901 Sarah St,PA,15203,412-529-5190,http://www.pghschools.org/,Pittsburgh,Not Available,291,8.6,"K5F, 1, 2, 3, 4, 5",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
0400,102027451,Pittsburgh Grandview K-5,Pittsburgh School District,SD,269,0.4,71,3,0,0,10.8,14.9,95.9,0.0,25.3,Yes,55,45,845 McLain St,PA,15210,412-529-6605,http://www.pghschools.org/,Pittsburgh,Not Available,269,1.9,"K5F, 1, 2, 3, 4, 5",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
0409,102027451,Pittsburgh Allderdice HS,Pittsburgh School District,SD,1483,3.7,37.4,3.7,0.1,0.1,49.8,5.3,43.4,4.5,11.3,Yes,51.4,48.6,2409 Shady Ave,PA,15217,412-529-4800,http://www.pghschools.org/,Pittsburgh,Not Available,1483,22.9,"9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
0412,102027451,Pittsburgh Carrick HS,Pittsburgh School District,SD,737,2.6,35.8,1.6,0,0,50.9,9.1,76.7,0.1,25.2,Yes,52.5,47.5,125 Parkfield St,PA,15210,412-529-7700,http://www.pghschools.org/,Pittsburgh,Not Available,737,6.1,"9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
0416,102027451,Pittsburgh Perry HS,Pittsburgh School District,SD,435,0.7,77.5,1.4,0,0,12.2,8.3,83.7,0.2,23.9,Yes,51.3,48.7,3875 Perrysville Ave,PA,15214,412-529-3400,http://www.pghschools.org/,Pittsburgh,Not Available,435,2.1,"9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
0427,103027503,Center El Sch,Plum Borough School District,SD,476,2.1,5.5,2.1,0,0,86.3,4,25.4,0.0,16.2,Yes,50.4,49.6,201 Center New Texas Rd,PA,15239,412-795-4420,http://www.pbsd.k12.pa.us,Pittsburgh,Not Available,476,2.7,"K5F, 1, 2, 3, 4, 5, 6",Allegheny IU 3,http://www.aiu3.net
0433,103027503,Regency Park El Sch,Plum Borough School District,SD,243,0,5.4,0.4,0,0,87.2,7,35.8,0.0,17.3,Yes,56.8,43.2,4795 Havana Drive,PA,15239,412-795-0660,http://www.pbsd.k12.pa.us,Plum,Not Available,243,1.2,"K5F, 1, 2, 3, 4, 5, 6",Allegheny IU 3,http://www.aiu3.net
0435,103027503,Plum SHS,Plum Borough School District,SD,1192,1.4,6,0.4,0,0,90.3,1.8,25.2,0.0,10.9,No,52,48,900 Elicker Rd,PA,15239,412-795-4880,http://www.pbsd.k12.pa.us,Plum,Not Available,1192,6.5,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0438,103028653,South Allegheny Early Childhood Ctr,South Allegheny School District,SD,235,0,6.8,0.4,0,0,81.7,11.1,56.2,0.0,12.8,Yes,47.7,52.3,1 Glendale Avenue,PA,15133,412-675-3070,http://www.southallegheny.org/,McKeesport,Not Available,235,0,"K5F, 1",Allegheny IU 3,http://www.aiu3.net
0440,103028653,South Allegheny MS/HS,South Allegheny School District,SD,717,0.4,3.9,0.6,0,0,86.3,8.8,54.2,0.1,19.9,Yes,51.3,48.7,2743 Washington Blvd,PA,15133,412-675-3070,http://www.southallegheny.org/,Mc Keesport,Not Available,717,5.3,"7, 8, 9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0447,103027753,Quaker Valley MS,Quaker Valley School District,SD,475,1.5,3.2,2.7,0,0.4,86.7,5.5,15.6,0.6,13.7,No,53,47,618 Harbaugh Street,PA,15143,412-749-5079,http://www.qvsd.org,Sewickley,Not Available,475,0,"6, 7, 8",Allegheny IU 3,http://www.aiu3.net
0448,103027753,Quaker Valley HS,Quaker Valley School District,SD,644,2.5,4.5,1.9,0,0,85.1,6.1,13.5,0.6,12.7,No,51.7,48.3,625 Beaver St,PA,15056,412-749-6000,http://www.qvsd.org,Leetsdale,Not Available,644,0,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0457,103028302,Jeffery Primary Sch,Shaler Area School District,SD,170,1.8,2.4,0.6,0,0,90,5.3,41.8,0.0,19.4,Yes,48.8,51.2,201 Wetzel Rd,PA,15116,412-492-1200,http://www.sasd.k12.pa.us,Glenshaw,Not Available,170,1.8,"K5H, K5F, 1, 2, 3",Allegheny IU 3,http://www.aiu3.net
0458,103028302,Rogers Primary Sch,Shaler Area School District,SD,208,1,1.4,1.9,0,0,91.4,4.3,17.3,1.0,20.2,No,48.1,51.9,705 Scott Ave,PA,15116,412-492-1200,http://www.sasd.k12.pa.us,Glenshaw,Not Available,208,0.5,"K5H, K5F, 1, 2, 3",Allegheny IU 3,http://www.aiu3.net
0460,103028302,Shaler Area HS,Shaler Area School District,SD,1357,1.8,2.5,0.6,0,0.1,93.1,2,33.1,0.3,17.2,No,50.7,49.3,381 Wible Run Rd,PA,15209,412-492-1200,http://www.sasd.k12.pa.us,Pittsburgh,Not Available,1357,9.4,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0461,103023912,OHara El Sch,Fox Chapel Area School District,SD,670,12.2,2.1,5.7,0,0.2,75.5,4.3,15.1,3.7,9.7,No,51.3,48.7,115 Cabin Lane,PA,15238,412-963-0333,http://www.fcasd.edu,Pittsburgh,Not Available,670,4.6,"K5F, 1, 2, 3, 4, 5",Allegheny IU 3,http://www.aiu3.net
0467,103028753,South Park SHS,South Park School District,SD,626,1.6,3.8,1.3,0,0,91.5,1.8,22.7,0.3,9.6,No,51.8,48.2,2005 Eagle Ridge Dr,PA,15129,412-655-3111,http://www.sparksd.org,South Park,Not Available,626,3.7,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0468,103028703,South Fayette El Sch,South Fayette Township School District,SD,721,19,2.5,1.1,0,0,72,5.4,11.6,2.9,7.1,Yes,49.4,50.6,3620 Old Oakdale Rd,PA,15057,412-221-4542,http://www.southfayette.org,McDonald,Not Available,721,0,"K5H, K5F, 1, 2",Allegheny IU 3,http://www.aiu3.net
0470,103028703,South Fayette HS,South Fayette Township School District,SD,895,10.8,3.2,1.6,0,0.2,81.9,2.2,13.2,0.7,7.6,No,50.7,49.3,3640 Old Oakdale Rd,PA,15057,412-221-4542,http://www.southfayette.org,McDonald,Not Available,895,0.8,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0477,103028853,Sto-Rox JSHS,Sto-Rox School District,SD,476,0,54.8,1.5,0,0,33.6,10.1,80.2,0.4,17,Yes,51.5,48.5,1105 Valley St,PA,15136,412-771-3213,http://www.srsd.k12.pa.us,McKees Rocks,Not Available,476,0.8,"7, 8, 9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0490,103029203,Eisenhower El Sch,Upper Saint Clair School District,SD,475,10.3,1.3,2.1,0,0.2,82.5,3.6,7.8,1.7,11.6,No,47,53,100 Warwick Dr,PA,15241,412-833-1600,http://www.uscsd.k12.pa.us,Pittsburgh,Not Available,475,3,"K5H, 1, 2, 3, 4",Allegheny IU 3,http://www.aiu3.net
0491,103029203,Fort Couch MS,Upper Saint Clair School District,SD,637,12.6,1.2,1.1,0.2,0,82.9,2,9.3,1.3,11.9,No,55.6,44.4,515 Fort Couch Rd,PA,15241,412-833-1600,http://www.uscsd.k12.pa.us,Pittsburgh,Not Available,637,11.9,"7, 8",Allegheny IU 3,http://www.aiu3.net
0492,103029203,Upper Saint Clair HS,Upper Saint Clair School District,SD,1398,12,0.8,1.6,0,0.1,84.1,1.4,11.2,0.7,12.6,No,49.6,50.4,1825 McLaughlin Run Rd,PA,15241,412-833-1600,http://www.uscsd.k12.pa.us,Pittsburgh,Not Available,1398,11,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0509,103029403,West Allegheny SHS,West Allegheny School District,SD,1037,2.5,3,1.5,0,0.2,89.8,3,18.7,0.9,12.7,No,50.8,49.2,205 W Allegheny Rd,PA,15126,724-695-5245,http://www.westasd.org,Imperial,Not Available,1037,0.2,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0511,103022253,Curtisville Pri Ctr,Deer Lakes School District,SD,428,0,0.9,0.2,0,0.5,95.1,3.3,32.5,0.5,17.8,Y,52.6,47.4,1715 Saxonburg Boulevard,PA,15084,724-265-5340,http://www.deerlakes.net,Tarentum,Not Available,428,0,"K5F, 1, 2",Allegheny IU 3,http://www.aiu3.net
0513,103022253,Deer Lakes HS,Deer Lakes School District,SD,570,0.4,0.5,1.9,0,0.2,96.5,0.5,28.4,0.4,16,No,51.4,48.6,163 East Union Rd,PA,15024,724-265-5320,http://www.deerlakes.net,Cheswick,Not Available,570,5.1,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0516,103029553,Gill Hall El Sch,West Jefferson Hills School District,SD,297,2,1.4,1.7,0,0.3,92.6,2,12.5,0.7,9.8,No,55.2,44.8,829 Gill Hall Rd,PA,15025,412-655-4732,http://www.wjhsd.net,Jefferson Hills,Not Available,297,1,"K5H, 1, 2, 3, 4, 5",Allegheny IU 3,http://www.aiu3.net
0519,103029553,McClellan El Sch,West Jefferson Hills School District,SD,473,2.3,1.3,0.4,0,0,93.9,2.1,15.2,1.1,8.7,No,52.6,47.4,360 School Ln,PA,15236,412-655-2700,http://www.wjhsd.net,Pittsburgh,Not Available,473,1.5,"K5H, 1, 2, 3, 4, 5",Allegheny IU 3,http://www.aiu3.net
0523,103029553,Thomas Jefferson HS,West Jefferson Hills School District,SD,889,3.3,1.6,1.2,0,0,93.2,0.7,19.6,0.8,9.1,No,51.5,48.5,310 Old Clairton Rd,PA,15025,412-655-8610,http://www.wjhsd.net,Jefferson Hills,Not Available,889,5.1,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0526,103029603,New Emerson El Sch,West Mifflin Area School District,SD,191,0,16.8,3.1,0,0,68.6,11.5,56,0.0,17.8,Yes,51.3,48.7,1922 Pennsylvania Ave,PA,15122,412-466-9131,http://www.wmasd.org,West Mifflin,Not Available,191,1,"K5F, 1, 2, 3",Allegheny IU 3,http://www.aiu3.net
0528,103029603,Clara Barton El Sch,West Mifflin Area School District,SD,230,1.3,12.6,2.6,0,0,73.9,9.6,50.9,0.0,23.9,Yes,52.6,47.4,764 Beverly Dr,PA,15122,412-466-9131,http://www.wmasd.org,West Mifflin,Not Available,230,0,"K5F, 1, 2, 3",Allegheny IU 3,http://www.aiu3.net
0532,103029603,Homeville El Sch,West Mifflin Area School District,SD,343,1.5,26.8,4.4,0,0,56.3,11.1,58.3,2.9,19.5,Yes,47.2,52.8,4315 Eliza St,PA,15122,412-466-9131,http://www.wmasd.org,West Mifflin,Not Available,343,0.3,"PreKH, K5F, 1, 2, 3",Allegheny IU 3,http://www.aiu3.net
0535,103029603,West Mifflin Area MS,West Mifflin Area School District,SD,1003,1.1,23.1,2.3,0,0,63.5,10,60.7,0.5,21.6,Yes,51,49,81 Commonwealth Ave,PA,15122,412-466-9131,http://www.wmasd.org,West Mifflin,Not Available,1003,3,"4, 5, 6, 7, 8",Allegheny IU 3,http://www.aiu3.net
0536,103029603,West Mifflin Area HS,West Mifflin Area School District,SD,1012,0.2,28.5,2.3,0,0,61.9,7.2,56,0.4,13.7,Yes,51.7,48.3,91 Commonwealth Ave,PA,15122,412-466-9131,http://www.wmasd.org,West Mifflin,Not Available,1012,6.6,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
0553,103029803,Turner El Sch,Wilkinsburg Borough School District,SD,240,0.4,96.7,0.4,0,0,0.8,1.7,91.7,0.4,24.6,Yes,48.3,51.7,1833 Laketon Rd,PA,15221,412-731-5883,http://www.wilkinsburgschools.org,Wilkinsburg,Not Available,240,0.4,"PreKF, K5F, 1, 2, 3, 4, 5, 6",Allegheny IU 3,http://www.aiu3.net
0569,128030852,Dayton El Sch,Armstrong School District,SD,240,0.8,1.2,0.8,0,0,96.7,0.4,44.6,0.0,19.2,Yes,50,50,175 E. Grant Avenue,PA,16222,814-257-8816,http://www.asd.k12.pa.us,Dayton,Not Available,240,1.7,"K5H, K5F, 1, 2, 3, 4, 5, 6",ARIN IU 28,http://www.iu28.org
0591,128033053,Buffalo El Sch,Freeport Area School District,SD,546,0.9,0.7,0.6,0,0.4,96.2,1.3,20.5,0.0,12.8,No,49.3,50.7,500 Sarver Rd,PA,16055,724-353-9577,http://www.freeport.k12.pa.us,Sarver,Not Available,546,1.3,"K5F, 1, 2, 3, 4, 5",ARIN IU 28,http://www.iu28.org
0592,128033053,South Buffalo El Sch,Freeport Area School District,SD,281,0,0,0.7,0,0.4,97.2,1.8,47.7,0.0,13.5,Yes,51.6,48.4,562 Freeport Rd,PA,16229,724-295-9510,http://www.freeport.k12.pa.us,Freeport,Not Available,281,1.8,"K5F, 1, 2, 3, 4, 5",ARIN IU 28,http://www.iu28.org
0594,128033053,Freeport Area SHS,Freeport Area School District,SD,605,0.3,0.7,0.3,0.3,0.2,98.2,0,27.1,0.2,9.1,No,49.9,50.1,625 South Pike Rd,PA,16055,724-295-5143,http://www.freeport.k12.pa.us,Freeport,Not Available,605,6.4,"9, 10, 11, 12",ARIN IU 28,http://www.iu28.org
0629,127040703,Economy El Sch,Ambridge Area School District,SD,504,0.8,6.9,1.8,0,0,85.3,5.2,35.5,1.2,14.7,No,52.4,47.6,1000 First Street,PA,15042,724-266-2833,http://www.ambridge.k12.pa.us,Freedom,Not Available,504,1.4,"PreKF, K5F, 1, 2, 3, 4, 5, 6       ",Beaver Valley IU 27,http://www.bviu.org
0632,127040703,State Street El Sch,Ambridge Area School District,SD,280,0.7,12.9,1.4,0,0,78.6,6.4,57.9,0.0,15,Yes,57.5,42.5,600 Harmony Road,PA,15005,724-266-2833,http://www.ambridge.k12.pa.us,Baden,Not Available,280,1.1,"K5F, 1, 2, 3, 4, 5, 6       ",Beaver Valley IU 27,http://www.bviu.org
0633,127040703,Ambridge Area JHS,Ambridge Area School District,SD,371,0.8,19.7,1.6,0,0,73.8,4,62,0.3,18.3,Yes,50.1,49.9,401 First Street,PA,15042,724-266-2833,http://www.ambridge.k12.pa.us,Freedom,Not Available,371,2.4,"7, 8",Beaver Valley IU 27,http://www.bviu.org
0640,127041203,Beaver Area SHS,Beaver Area School District,SD,672,1.5,4,1.2,0,0,91.8,1.5,22.6,0.1,11,No,57.1,42.9,Gypsy Glen Rd,PA,15009,724-774-0251,http://www.basd.k12.pa.us,Beaver,Not Available,672,1.5,"9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
0642,127041503,Central El Sch,Big Beaver Falls Area School District,SD,572,0.7,30.1,1.2,0,0.4,43.5,24.1,84.1,0.0,13.5,Yes,49,51,805 15th Street,PA,15010,724-843-3420,http://www.tigerweb.org/,Beaver Falls,Not Available,572,1.2,"PreKF, K5F, 1, 2, 3, 4, 5",Beaver Valley IU 27,http://www.bviu.org
0648,127041503,Beaver Falls MS,Big Beaver Falls Area School District,SD,358,0.6,23.2,1.7,0,0,55.9,18.7,79.6,0.0,16.8,Yes,52.2,47.8,1601 8th Ave,PA,15010,724-846-5470,http://www.tigerweb.org/,Beaver Falls,Not Available,358,6.4,"6, 7, 8",Beaver Valley IU 27,http://www.bviu.org
0649,127041503,Beaver Falls Area SHS,Big Beaver Falls Area School District,SD,458,0.2,24.7,2.4,0,0.4,60.7,11.6,71.6,0.0,14.6,Yes,55.7,44.3,1701 8th Ave,PA,15010,724-843-7470,http://www.tigerweb.org/,Beaver Falls,Not Available,458,7.4,"9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
0650,127041503,Big Beaver El Sch,Big Beaver Falls Area School District,SD,316,0.6,9.2,1.3,0,0,72.8,16.1,61.4,0.0,14.6,Yes,51,49,588 Friendship Drive,PA,16115,724-827-2828,http://www.tigerweb.org/,Darlington,Not Available,316,0.6,"K5F, 1, 2, 3, 4, 5",Beaver Valley IU 27,http://www.bviu.org
0661,127040703,Highland El Sch,Ambridge Area School District,SD,427,1.4,37,1.2,0,0,51.8,8.7,69.6,0.0,26,Yes,52,48,1101 Highland Avenue,PA,15003,724-266-2833,http://www.ambridge.k12.pa.us,Ambridge,Not Available,427,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6       ",Beaver Valley IU 27,http://www.bviu.org
0671,127044103,Independence El Sch,Hopewell Area School District,SD,227,0,0.4,1.3,0,0,96.9,1.3,35.2,0.4,16.3,Yes,52.9,47.1,103 School Road,PA,15001,724-375-3201,http://www.hopewellarea.org,Aliquippa,Not Available,227,0.4,"K5F, 1, 2, 3, 4",Beaver Valley IU 27,http://www.bviu.org
0672,127044103,Hopewell El Sch,Hopewell Area School District,SD,369,0.3,2.7,3,0.3,0,89.7,4.1,28.7,0.3,16.8,Yes,50.4,49.6,3000 Kane Road,PA,15001,724-375-1111,http://www.hopewellarea.org,Aliquippa,Not Available,369,1.4,"K5F, 1, 2, 3, 4",Beaver Valley IU 27,http://www.bviu.org
0674,127044103,Hopewell JHS,Hopewell Area School District,SD,623,1,4.2,1.1,0.2,0.2,89.6,3.8,34.5,0.0,17.2,No,50.7,49.3,2354 Brodhead Rd,PA,15001,724-375-7765,http://www.hopewellarea.org,Aliquippa,Not Available,623,4.2,"5, 6, 7, 8",Beaver Valley IU 27,http://www.bviu.org
0675,127044103,Hopewell SHS,Hopewell Area School District,SD,619,0.8,3.9,1.6,0,0,91.6,2.1,34.2,0.0,11.8,No,52,48,1215 Longvue Ave,PA,15001,724-378-8565,http://www.hopewellarea.org,Aliquippa,Not Available,619,4.8,"9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
0694,127045653,New Brighton Area MS,New Brighton Area School District,SD,316,0.3,12.7,4.1,0,0,74,8.9,69,0.0,12.7,No,51.6,48.4,901 Penn Ave,PA,15066,724-846-8100,http://www.nbasd.org/,New Brighton,Not Available,316,7,"6, 7, 8",Beaver Valley IU 27,http://www.bviu.org
0695,127045653,New Brighton Area HS,New Brighton Area School District,SD,424,0.2,10.4,2.4,0,0.7,81.8,4.5,55.4,0.0,13.2,No,54.2,45.8,3202 43rd St,PA,15066,724-846-1050,http://www.nbasd.org/,New Brighton,Not Available,424,5.2,"9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
0700,127045853,Riverside HS,Riverside Beaver County School District,SD,478,1,2.1,0.6,0,0.2,96,0,41.4,0.2,13,No,55,45,300 Country Club Dr,PA,16117,724-758-7512,http://www.riverside.k12.pa.us,Ellwood City,Not Available,478,2.9,"9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
0714,127047404,South Side HS,South Side Area School District,SD,346,0,0.9,0.3,0.6,0,97.1,1.2,29.8,0.0,10.7,No,54,46,4949 State Route 151,PA,15050,724-573-9581,http://www.sssd.k12.pa.us,Hookstown,Not Available,346,5.5,"9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
0715,127049303,Fairview El Sch,Western Beaver County School District,SD,356,0,0.6,1.4,0,0,93,5.1,45.5,0.3,15.7,Yes,52.8,47.2,343 Ridgemont Dr,PA,15059,724-643-9680,http://www.westernbeaver.org,Midland,Not Available,356,2,"PreKF, K4F, K5F, 1, 2, 3, 4, 5",Beaver Valley IU 27,http://www.bviu.org
0719,127049303,Western Beaver Co JSHS,Western Beaver County School District,SD,372,0.3,0.8,1.1,0.5,0,96.8,0.5,41.4,0.0,21.5,No,49.5,50.5,216 Engle Rd,PA,15052,724-643-8500,http://www.westernbeaver.org,Industry,Not Available,372,4,"6, 7, 8, 9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
0726,108051003,Bedford SHS,Bedford Area School District,SD,599,0.3,1,1.5,0.2,0,96.3,0.7,39.6,0.2,11.9,No,50.1,49.9,330 E John St,PA,15522,814-623-4250,http://www.bedfordasd.org,Bedford,Not Available,599,2,"9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
0729,108051503,Chestnut Ridge MS,Chestnut Ridge School District,SD,538,0,0.9,2.6,0,0.4,93.9,2.2,51.1,0.7,17.3,No,51.5,48.5,3281 Valley Road,PA,15539,814-839-4195,http://www.crsd.k12.pa.us/,Fishertown,Not Available,538,1.7,"3, 4, 5, 6, 7",Appalachia IU 8,http://www.iu08.org
0730,108051503,Chestnut Ridge Central El Sch,Chestnut Ridge School District,SD,317,0,1,0.6,0,0.3,98.1,0,48.3,0.6,12.3,Yes,48.3,51.7,2534 Quaker Valley Road,PA,15554,814-839-4195,http://www.crsd.k12.pa.us/,New Paris,Not Available,317,1,"PreKH, PreKF, K4H, K4F, K5H, K5F, 1, 2",Appalachia IU 8,http://www.iu08.org
0732,108051503,Chestnut Ridge SHS,Chestnut Ridge School District,SD,582,0.3,1.4,1.6,0,0.3,95.2,1.2,41.4,0.3,13.9,No,52.9,47.1,2588 Quaker Valley Road,PA,15554,814-839-4195,http://www.crsd.k12.pa.us/,New Paris,Not Available,582,4.3,"8, 9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
0735,108053003,Breezewood El Sch,Everett Area School District,SD,85,0,0,4.7,0,0,95.3,0,56.5,1.2,7.1,Yes,55.3,44.7,133 N Main St,PA,15533,814-652-9114,http://www.everettasd.org,Breezewood,Not Available,85,1.2,"K5F, 1, 2, 3, 4, 5",Appalachia IU 8,http://www.iu08.org
0747,108056004,Northern Bedford Co MS/SHS,Northern Bedford County School District,SD,486,0,0,1.2,0.2,0,96.9,1.6,42,0.0,11.3,No,48.6,51.4,152 NBC Dr,PA,16659,814-766-2221,http://www.nbcsd.org,Loysburg,Not Available,486,2.3,"6, 7, 8, 9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
0752,108058003,Saxton-Liberty Gr Sch,Tussey Mountain School District,SD,371,0.5,0,0.3,0,0,99.2,0,60.4,0.0,21.8,Yes,51.8,48.2,1110 Mifflin St,PA,16678,814-635-2934,http://www.tmsd.net,Saxton,Not Available,371,0,"PreKH, PreKF, K5F, 1, 2, 3, 4",Appalachia IU 8,http://www.iu08.org
0753,108058003,Tussey Mountain HS,Tussey Mountain School District,SD,274,0,1.5,0.7,0,0,96.7,1.1,56.2,0.0,15,No,55.1,44.9,199 Front Street,PA,16678,814-635-2975,http://www.tmsd.net,Saxton,Not Available,274,2.6,"9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
0754,114060753,Gilbertsville El Sch,Boyertown Area School District,SD,678,2.5,1.6,5.6,0,0.2,87.5,2.6,18,0.0,19.2,No,53.2,46.8,36 Congo Rd,PA,19525,610-369-7485,http://www.boyertownasd.org/,Gilbertsville,Not Available,678,2.4,"K5H, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
0755,114060753,New Hanover-Upper Frederick El,Boyertown Area School District,SD,670,1.5,1.9,2.7,0,0,91.6,2.2,11.6,0.0,23.4,No,50,50,2547 Big Rd,PA,19435,610-754-9580,http://www.boyertownasd.org/,Frederick,Not Available,670,2.5,"K5H, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
0761,114060753,Pine Forge El Sch,Boyertown Area School District,SD,257,0,2.3,5.4,0,0,89.1,3.1,34.6,0.0,19.8,Yes,54.9,45.1,8 Glendale Rd,PA,19512,610-323-7609,http://www.boyertownasd.org/,Boyertown,Not Available,257,1.6,"K5H, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
0762,114060753,Colebrookdale El Sch,Boyertown Area School District,SD,269,1.1,4.5,1.5,0.4,0,87,5.6,42.8,0.0,24.5,Yes,58,42,1001 Montgomery Avenue,PA,19512,610-369-7427,http://www.boyertownasd.org/,Boyertown,Not Available,269,0.4,"K5H, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
0763,114060753,Earl El Sch,Boyertown Area School District,SD,241,0,0.8,2.9,0.4,0,95,0.8,27.4,0.0,27,Yes,53.9,46.1,22 Schoolhouse Rd,PA,19512,610-369-7504,http://www.boyertownasd.org/,Boyertown,Not Available,241,2.5,"K5H, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
0766,114060753,Washington El Sch,Boyertown Area School District,SD,445,0,2.7,4,0,0,89,4.3,26.7,0.0,23.6,Yes,49.9,50.1,1406 Route 100,PA,19504,610-754-9589,http://www.boyertownasd.org/,Barto,Not Available,445,2.5,"K5H, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
0768,114060853,Brandywine Heights El Sch,Brandywine Heights Area School District,SD,393,1,0.2,6.9,0,0,89.3,2.5,34.9,1.0,16.5,Yes,47.8,52.2,445 Barkley St.,PA,19562,610-682-5171,http://www.bhasd.org,Topton,Not Available,393,1.3,"K5F, 1, 2, 3",Berks County IU 14,http://www.berksiu.org
0777,114061103,Conrad Weiser HS,Conrad Weiser Area School District,SD,940,2.2,6.9,11.6,0.1,0.2,78,1,37,0.6,20,No,51.2,48.8,44 Big Spring Road,PA,19551,610-693-8528,http://www.conradweiser.org,Robesonia,Not Available,940,9.2,"9, 10, 11, 12",Berks County IU 14,http://www.berksiu.org
0783,114062003,Owatin Creek El Sch,Exeter Township School District,SD,546,2.6,3.7,8.6,0,0,80,5.1,22.2,0.4,15.2,No,51.6,48.4,5000 Boyertown Pike,PA,19606,610-406-4580,http://www.exeter.k12.pa.us,Reading,Not Available,546,1.8,"K5H, K5F, 1, 2, 3, 4        ",Berks County IU 14,http://www.berksiu.org
0786,114062003,Lorane El Sch,Exeter Township School District,SD,458,0.7,3.1,13.1,0,0,78.2,5,33.6,0.0,12.9,Yes,49.3,50.7,699 Rittenhouse Dr,PA,19606,610-582-8608,http://www.exeter.k12.pa.us,Reading,Not Available,458,0.9,"K5H, K5F, 1, 2, 3, 4        ",Berks County IU 14,http://www.berksiu.org
0787,114062003,Exeter Twp JHS,Exeter Township School District,SD,633,1.9,4.9,11.5,0,0.2,79,2.5,28.6,1.3,18.5,No,51.2,48.8,151 E 39th St,PA,19606,610-779-3320,http://www.exeter.k12.pa.us,Reading,Not Available,633,6.3,"7, 8, 9         ",Berks County IU 14,http://www.berksiu.org
0788,114062003,Exeter Twp SHS,Exeter Township School District,SD,1327,2.9,5.6,10.7,0.1,0.2,76.9,3.6,27.4,0.9,17.8,No,49.6,50.4,201 E 37th St,PA,19606,610-779-3060,http://www.exeter.k12.pa.us,Reading,Not Available,1327,4.9,"7, 9, 10, 11, 12        ",Berks County IU 14,http://www.berksiu.org
